Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1772704800,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,65.0,78.4,3.8,524.1,256
1772704801,10,,Aggregated,36.445000,6.000000,69,75,80,85,174,198,406,441,445,497,524,98,6,69.67439900139098,84.03804433398543,3.8,524.1,256
1772704802,20,,Aggregated,43.340000,6.000000,73,79,84,89,183,208,426,464,445,497,524,197,12,73.20434210187699,88.29569878134087,3.8,524.1,256
1772704803,30,,Aggregated,50.235000,6.000000,74,80,85,91,187,212,435,473,445,497,524,295,18,74.72557611938953,90.13054104246369,3.8,524.1,256
1772704804,40,,Aggregated,57.130000,6.000000,73,79,84,90,185,210,430,468,445,497,524,394,24,73.8656499115504,89.09333773947003,3.8,524.1,256
1772704805,50,,Aggregated,64.025000,6.200000,70,76,81,86,177,201,413,448,445,497,524,492,31,70.83510340501357,85.43803241466253,3.8,524.1,256
1772704806,50,,Aggregated,70.920000,6.166667,66,71,76,80,166,188,387,420,445,497,524,591,37,66.3759200785837,80.05957129478405,3.8,524.1,256
1772704807,50,,Aggregated,77.815000,6.142857,61,66,70,75,154,175,359,390,445,497,524,689,43,61.5798635300262,74.27478924237008,3.8,524.1,256
1772704808,50,,Aggregated,84.710000,6.125000,57,62,66,70,144,163,336,365,445,497,524,788,49,57.621175670747704,69.50000265517878,3.8,524.1,256
1772704809,50,,Aggregated,91.605000,6.111111,55,59,63,67,138,157,323,351,445,497,524,886,55,55.46908135276531,66.90424581625847,3.8,524.1,256
1772704810,50,,Aggregated,98.500000,6.200000,55,60,63,67,139,158,324,352,445,497,524,985,62,55.6504883220344,67.1230505299615,3.8,524.1,256
1772704811,50,,Aggregated,98.500000,6.181818,58,62,66,70,145,165,338,368,445,497,524,1083,68,58.12098182568867,70.1028457712922,3.8,524.1,256
1772704812,50,,Aggregated,98.500000,6.166667,62,67,71,75,155,177,363,394,445,497,524,1182,74,62.27569889256048,75.11407374118063,3.8,524.1,256
1772704813,50,,Aggregated,98.500000,6.153846,67,72,77,81,168,190,391,425,445,497,524,1280,80,67.0974198838562,80.92981105991272,3.8,524.1,256
1772704814,50,,Aggregated,98.500000,6.142857,71,77,82,87,178,203,416,452,445,497,524,1379,86,71.40561933750818,86.12616240093296,3.8,524.1,256
